component,bus,carrier,2025,2035,2045
Link,DE gas primary,gas compressing,1000000.0,1000000.0,1000000.0
Link,DE methanol,industry methanol,589.0411,731.73516,780.82192
Link,DE methanol,methanol,1000000.0,1000000.0,1000000.0
Link,DE oil,agriculture machinery oil,740.07532,740.07532,740.07532
Link,DE oil,kerosene for aviation,15276.87574,16793.41231,15601.64874
Link,DE oil,land transport oil,129604.84126,42976.36323,3276.85357
Link,DE oil,naphtha for industry,21263.69863,16428.08219,11242.00913
Link,DE oil,oil,2231.42857,1787.42857,1197.14286
Link,DE oil,rural oil boiler,18823.54833,8911.9443,
Link,DE oil,shipping oil,2174.92093,1413.69861,434.98419
Link,DE oil,urban central oil CHP,853.65817,793.55273,
Link,DE oil,urban decentral oil boiler,66907.9676,31683.05944,
Link,DE oil primary,oil refining,1000000.0,1000000.0,1000000.0
Link,DE renewable gas,renewable gas,2000000.0,2000000.0,2000000.0
Link,DE renewable oil,renewable oil,2000000.0,2000000.0,2000000.0
Link,DE0 0,DAC,0.01396,0.011,0.00207
Link,DE0 0,H2 Electrolysis,0.05375,0.51315,0.58532
Link,DE0 0,battery charger,1.01671,38.2405,430.10408
Link,DE0 0,electricity distribution grid,2687.01258,4476.88373,5012.04773
Link,DE0 0 H2,Fischer-Tropsch,0.15265,6.58431,0.01108
Link,DE0 0 H2,H2 Fuel Cell,0.10908,0.11551,0.00546
Link,DE0 0 H2,H2 turbine,0.61757,35.30275,35.88211
Link,DE0 0 H2,Sabatier,0.08888,0.07162,0.0034
Link,DE0 0 H2,methanolisation,3.22887,0.306,0.03207
Link,DE0 0 battery,battery discharger,1.04039,39.02904,438.97314
Link,DE0 0 biogas,biogas to gas,497.33904,497.37683,0.00537
Link,DE0 0 biogas,biogas to gas CC,1.89189,0.03781,139.01869
Link,DE0 0 co2 stored,CO2 pipeline,5.26039,449.1434,453.036
Link,DE0 0 home battery,home battery discharger,10.45601,82.95854,21.63869
Link,DE0 0 low voltage,BEV charger,1583.5831,9636.30126,14913.31667
Link,DE0 0 low voltage,electricity distribution grid,2687.01258,4476.88373,5012.04773
Link,DE0 0 low voltage,home battery charger,10.21804,81.28244,21.2015
Link,DE0 0 low voltage,rural air heat pump,0.07384,0.02416,0.00131
Link,DE0 0 low voltage,rural ground heat pump,42.08015,273.56756,274.41846
Link,DE0 0 low voltage,rural resistive heater,78.74608,851.93578,814.92689
Link,DE0 0 low voltage,urban central air heat pump,0.05116,0.1485,45.80655
Link,DE0 0 low voltage,urban central resistive heater,15.75834,1443.24221,1427.59382
Link,DE0 0 low voltage,urban decentral air heat pump,0.05976,154.36211,154.37197
Link,DE0 0 low voltage,urban decentral resistive heater,1.41186,606.61214,606.62807
Link,DE0 0 non-sequestered HVC,waste CHP,227.5161,316.67214,316.67493
Link,DE0 0 non-sequestered HVC,waste CHP CC,0.63015,0.34525,0.00481
Link,DE0 0 process emissions,process emissions,437.87206,0.02108,0.00028
Link,DE0 0 process emissions,process emissions CC,0.57628,325.18687,325.18898
Link,DE0 0 rural heat,rural water tanks charger,417.31141,539.81868,540.03612
Link,DE0 0 rural water tanks,rural water tanks discharger,417.31141,539.81868,540.03612
Link,DE0 0 solid biomass,biomass to liquid,0.08603,0.04503,0.0026
Link,DE0 0 solid biomass,biomass to liquid CC,0.0615,0.03495,0.00419
Link,DE0 0 solid biomass,rural biomass boiler,569.75921,364.47823,8e-05
Link,DE0 0 solid biomass,solid biomass,234.2242,,
Link,DE0 0 solid biomass,solid biomass for industry,156.2617,162.9826,0.00125
Link,DE0 0 solid biomass,solid biomass for industry CC,0.22924,0.37424,180.11235
Link,DE0 0 solid biomass,urban central solid biomass CHP,809.89141,421.5989,0.00311
Link,DE0 0 solid biomass,urban central solid biomass CHP CC,0.06178,0.02907,0.00245
Link,DE0 0 solid biomass,urban decentral biomass boiler,1050.67986,2059.57257,2595.94765
Link,DE0 0 unsustainable bioliquids,unsustainable bioliquids,2061158.58466,678716.97621,
Link,DE0 0 urban central heat,urban central water pits charger,303.90932,1353.14382,1833.58455
Link,DE0 0 urban central heat,urban central water tanks charger,3.96056,1.48083,1.07901
Link,DE0 0 urban central water pits,urban central water pits discharger,303.90932,1353.14382,1833.58455
Link,DE0 0 urban central water tanks,urban central water tanks discharger,3.96056,1.48083,1.07901
Link,DE0 0 urban decentral heat,urban decentral water tanks charger,16.67092,568.1906,568.36879
Link,DE0 0 urban decentral water tanks,urban decentral water tanks discharger,16.67092,568.1906,568.36879
Link,DE0 1,DAC,0.01479,0.01096,0.00155
Link,DE0 1,H2 Electrolysis,0.0568,0.20852,0.01536
Link,DE0 1,battery charger,1.05372,3196.09123,3432.65182
Link,DE0 1,electricity distribution grid,2493.7075,4127.27261,5120.07541
Link,DE0 1 H2,Fischer-Tropsch,0.15309,2.0653,0.01263
Link,DE0 1 H2,H2 Fuel Cell,0.11386,0.10438,0.00549
Link,DE0 1 H2,H2 pipeline,8.22032,20.05778,0.57486
Link,DE0 1 H2,H2 turbine,0.66191,4.11033,0.08391
Link,DE0 1 H2,Sabatier,0.08163,0.0712,0.00347
Link,DE0 1 H2,methanolisation,3.3793,0.26252,0.04604
Link,DE0 1 battery,battery discharger,1.07826,3261.99695,3503.43559
Link,DE0 1 biogas,biogas to gas,386.74334,386.78046,0.00584
Link,DE0 1 biogas,biogas to gas CC,1.98503,0.03662,69.60396
Link,DE0 1 co2 stored,CO2 pipeline,4.46335,1.71092,0.07946
Link,DE0 1 home battery,home battery discharger,19.9305,13.27826,8.42435
Link,DE0 1 low voltage,BEV charger,1665.70231,10136.00694,15686.67035
Link,DE0 1 low voltage,electricity distribution grid,2493.7075,4127.27261,5120.07541
Link,DE0 1 low voltage,home battery charger,19.4769,13.00998,8.25414
Link,DE0 1 low voltage,rural air heat pump,4.0169,0.02591,0.00135
Link,DE0 1 low voltage,rural ground heat pump,24.86326,239.18038,223.99519
Link,DE0 1 low voltage,rural resistive heater,15.44238,473.69156,458.26361
Link,DE0 1 low voltage,urban central air heat pump,0.04861,0.07537,64.62912
Link,DE0 1 low voltage,urban central resistive heater,9.5683,1508.20164,1508.28726
Link,DE0 1 low voltage,urban decentral air heat pump,30.16398,290.50548,459.11623
Link,DE0 1 low voltage,urban decentral resistive heater,31.09634,907.04834,1407.03875
Link,DE0 1 non-sequestered HVC,waste CHP,238.17496,347.11453,347.11712
Link,DE0 1 non-sequestered HVC,waste CHP CC,0.7227,0.16102,0.00311
Link,DE0 1 process emissions,process emissions,95.9712,0.04947,0.00044
Link,DE0 1 process emissions,process emissions CC,0.61387,111.51353,118.18588
Link,DE0 1 rural heat,rural water tanks charger,56.37502,985.15314,985.32709
Link,DE0 1 rural water tanks,rural water tanks discharger,56.37502,985.15314,985.32709
Link,DE0 1 solid biomass,biomass to liquid,0.08554,0.04516,0.00237
Link,DE0 1 solid biomass,biomass to liquid CC,0.06171,0.03457,0.00252
Link,DE0 1 solid biomass,rural biomass boiler,303.13825,143.59214,4e-05
Link,DE0 1 solid biomass,solid biomass for industry,228.16924,292.18459,0.00179
Link,DE0 1 solid biomass,solid biomass for industry CC,0.24041,0.17941,383.05478
Link,DE0 1 solid biomass,urban central solid biomass CHP,541.81742,316.22877,0.00326
Link,DE0 1 solid biomass,urban central solid biomass CHP CC,0.05563,0.02844,0.00216
Link,DE0 1 solid biomass,urban decentral biomass boiler,1212.28709,1305.58667,1099.18107
Link,DE0 1 unsustainable bioliquids,unsustainable bioliquids,1604883.01369,512463.18154,
Link,DE0 1 urban central heat,urban central water pits charger,203.29682,1269.14452,1656.21546
Link,DE0 1 urban central heat,urban central water tanks charger,3.93953,1.42776,0.74138
Link,DE0 1 urban central water pits,urban central water pits discharger,203.29682,1269.14452,1656.21546
Link,DE0 1 urban central water tanks,urban central water tanks discharger,3.93953,1.42776,0.74138
Link,DE0 1 urban decentral heat,urban decentral water tanks charger,92.82322,522.72221,522.97214
Link,DE0 1 urban decentral water tanks,urban decentral water tanks discharger,92.82322,522.72221,522.97214
Link,DE0 10,DAC,0.01369,0.01105,0.00235
Link,DE0 10,DC,1400.00144,5400.74414,5400.74579
Link,DE0 10,H2 Electrolysis,0.05851,805.1892,805.29055
Link,DE0 10,battery charger,1.05242,400.32377,658.14452
Link,DE0 10,electricity distribution grid,1453.03457,2265.35299,2548.88005
Link,DE0 10 H2,Fischer-Tropsch,0.15314,1241.51986,1241.53088
Link,DE0 10 H2,H2 Fuel Cell,0.122,0.10497,0.00514
Link,DE0 10 H2,H2 pipeline,462.44251,478.86296,461.14923
Link,DE0 10 H2,H2 turbine,0.66283,38.55863,39.14643
Link,DE0 10 H2,Sabatier,0.08186,0.07108,0.00338
Link,DE0 10 H2,methanolisation,390.74848,391.09649,0.03301
Link,DE0 10 battery,battery discharger,1.07693,408.57874,671.71594
Link,DE0 10 biogas,biogas to gas,194.74566,194.78226,0.00515
Link,DE0 10 biogas,biogas to gas CC,2.43589,0.03669,163.94737
Link,DE0 10 co2 stored,CO2 pipeline,7.75077,478.76008,2296.36476
Link,DE0 10 home battery,home battery discharger,9.90993,244.43899,197.78768
Link,DE0 10 low voltage,BEV charger,496.26634,3019.84279,4673.56412
Link,DE0 10 low voltage,electricity distribution grid,1453.03457,2265.35299,2548.88005
Link,DE0 10 low voltage,home battery charger,9.68439,239.50032,193.79156
Link,DE0 10 low voltage,rural air heat pump,0.07747,0.02798,0.00144
Link,DE0 10 low voltage,rural ground heat pump,15.00185,193.3453,190.51071
Link,DE0 10 low voltage,rural resistive heater,34.28734,708.80824,674.54077
Link,DE0 10 low voltage,urban central air heat pump,0.07129,0.97611,7.30504
Link,DE0 10 low voltage,urban central resistive heater,535.19545,911.446,866.25931
Link,DE0 10 low voltage,urban decentral air heat pump,0.03497,0.08243,0.00541
Link,DE0 10 low voltage,urban decentral resistive heater,1.40223,0.46249,0.01841
Link,DE0 10 non-sequestered HVC,waste CHP,70.45008,93.82982,93.83268
Link,DE0 10 non-sequestered HVC,waste CHP CC,0.77331,1.17197,0.00527
Link,DE0 10 process emissions,process emissions,92.63708,0.01146,0.00028
Link,DE0 10 process emissions,process emissions CC,11.92007,113.47226,115.20037
Link,DE0 10 rural heat,rural water tanks charger,341.27622,552.78543,553.05003
Link,DE0 10 rural water tanks,rural water tanks discharger,341.27622,552.78543,553.05003
Link,DE0 10 solid biomass,biomass to liquid,0.08347,0.06037,0.00301
Link,DE0 10 solid biomass,biomass to liquid CC,0.05934,0.06954,194.54477
Link,DE0 10 solid biomass,rural biomass boiler,431.45117,264.87538,0.00015
Link,DE0 10 solid biomass,solid biomass for industry,88.91018,0.11284,0.00078
Link,DE0 10 solid biomass,solid biomass for industry CC,0.23423,98.85375,98.85949
Link,DE0 10 solid biomass,urban central solid biomass CHP,721.15045,547.49613,0.00417
Link,DE0 10 solid biomass,urban central solid biomass CHP CC,0.07138,0.0406,0.00386
Link,DE0 10 solid biomass,urban decentral biomass boiler,104.40019,109.06769,88.62795
Link,DE0 10 unsustainable bioliquids,unsustainable bioliquids,813968.1378,285960.19127,
Link,DE0 10 urban central heat,urban central water pits charger,247.40113,786.80418,822.66626
Link,DE0 10 urban central heat,urban central water tanks charger,3.92697,1.39959,0.46182
Link,DE0 10 urban central water pits,urban central water pits discharger,247.40113,786.80418,822.66626
Link,DE0 10 urban central water tanks,urban central water tanks discharger,3.92697,1.39959,0.46182
Link,DE0 10 urban decentral heat,urban decentral water tanks charger,16.50924,22.52744,16.67754
Link,DE0 10 urban decentral water tanks,urban decentral water tanks discharger,16.50924,22.52744,16.67754
Link,DE0 11,DAC,0.01419,0.01088,0.00166
Link,DE0 11,H2 Electrolysis,0.05687,0.17036,0.02326
Link,DE0 11,battery charger,1.01818,9.99077,170.85025
Link,DE0 11,electricity distribution grid,2165.49335,3222.57534,3718.56952
Link,DE0 11 H2,Fischer-Tropsch,0.15262,3.46757,0.0119
Link,DE0 11 H2,H2 Fuel Cell,0.10735,0.09763,0.00528
Link,DE0 11 H2,H2 turbine,0.61718,7.37827,0.1331
Link,DE0 11 H2,Sabatier,0.08913,0.07148,0.00345
Link,DE0 11 H2,methanolisation,2.48891,0.27806,0.03868
Link,DE0 11 battery,battery discharger,1.04189,10.19679,174.3733
Link,DE0 11 biogas,biogas to gas,312.94298,312.97975,0.00568
Link,DE0 11 biogas,biogas to gas CC,1.718,0.03622,55.09671
Link,DE0 11 co2 stored,CO2 pipeline,6.65048,10.10243,50.87729
Link,DE0 11 home battery,home battery discharger,14.1853,5.19676,3.71171
Link,DE0 11 low voltage,BEV charger,1327.40451,8077.42252,12500.76733
Link,DE0 11 low voltage,electricity distribution grid,2165.49335,3222.57534,3718.56952
Link,DE0 11 low voltage,home battery charger,13.86246,5.09176,3.63672
Link,DE0 11 low voltage,rural air heat pump,0.08887,0.02663,0.0014
Link,DE0 11 low voltage,rural ground heat pump,30.3063,292.73672,264.63517
Link,DE0 11 low voltage,rural resistive heater,27.23895,715.05861,687.83443
Link,DE0 11 low voltage,urban central air heat pump,0.05012,0.05618,26.97827
Link,DE0 11 low voltage,urban central resistive heater,6.43786,1043.84001,1172.35556
Link,DE0 11 low voltage,urban decentral air heat pump,0.04703,62.91127,146.00525
Link,DE0 11 low voltage,urban decentral resistive heater,1.40742,206.23464,478.33089
Link,DE0 11 non-sequestered HVC,waste CHP,190.30063,270.93042,270.93305
Link,DE0 11 non-sequestered HVC,waste CHP CC,0.60163,0.19071,0.00355
Link,DE0 11 process emissions,process emissions,8.57442,0.04655,0.00045
Link,DE0 11 process emissions,process emissions CC,0.31188,8.11861,7.25252
Link,DE0 11 rural heat,rural water tanks charger,412.4206,442.90195,443.14112
Link,DE0 11 rural water tanks,rural water tanks discharger,412.4206,442.90195,443.14112
Link,DE0 11 solid biomass,biomass to liquid,0.08492,0.04439,0.00238
Link,DE0 11 solid biomass,biomass to liquid CC,0.06067,0.03355,0.00263
Link,DE0 11 solid biomass,rural biomass boiler,380.91296,180.43256,5e-05
Link,DE0 11 solid biomass,solid biomass for industry,70.66051,73.00371,0.00162
Link,DE0 11 solid biomass,solid biomass for industry CC,0.21089,0.17764,81.17764
Link,DE0 11 solid biomass,urban central solid biomass CHP,807.71028,621.84399,0.00285
Link,DE0 11 solid biomass,urban central solid biomass CHP CC,0.05947,0.02663,0.00201
Link,DE0 11 solid biomass,urban decentral biomass boiler,826.73551,1681.12975,1723.5417
Link,DE0 11 unsustainable bioliquids,unsustainable bioliquids,1299051.81034,420792.02562,
Link,DE0 11 urban central heat,urban central water pits charger,215.24081,1174.86537,1304.7169
Link,DE0 11 urban central heat,urban central water tanks charger,3.88233,1.39314,0.97537
Link,DE0 11 urban central water pits,urban central water pits discharger,215.24081,1174.86537,1304.7169
Link,DE0 11 urban central water tanks,urban central water tanks discharger,3.88233,1.39314,0.97537
Link,DE0 11 urban decentral heat,urban decentral water tanks charger,16.5211,37.20898,37.47925
Link,DE0 11 urban decentral water tanks,urban decentral water tanks discharger,16.5211,37.20898,37.47925
Link,DE0 12,DAC,0.01425,0.01089,0.00178
Link,DE0 12,H2 Electrolysis,0.05651,0.18871,0.01274
Link,DE0 12,battery charger,1.01802,424.8593,425.53645
Link,DE0 12,electricity distribution grid,967.03924,1342.52292,1584.47507
Link,DE0 12 H2,Fischer-Tropsch,0.1525,3.03643,0.01148
Link,DE0 12 H2,H2 Fuel Cell,0.10564,0.13429,0.00577
Link,DE0 12 H2,H2 turbine,0.61724,20.01408,20.17013
Link,DE0 12 H2,Sabatier,0.08891,0.07158,0.00341
Link,DE0 12 H2,methanolisation,1.72636,0.22518,0.02998
Link,DE0 12 battery,battery discharger,1.04173,433.62021,434.31132
Link,DE0 12 biogas,biogas to gas,126.48933,126.52498,0.00554
Link,DE0 12 biogas,biogas to gas CC,1.61742,0.03516,14.79536
Link,DE0 12 co2 stored,CO2 pipeline,6.46802,8.32693,46.42922
Link,DE0 12 home battery,home battery discharger,2.55806,1.97391,1.003
Link,DE0 12 low voltage,BEV charger,540.76148,3290.60123,5092.59485
Link,DE0 12 low voltage,electricity distribution grid,967.03924,1342.52292,1584.47507
Link,DE0 12 low voltage,home battery charger,2.49984,1.93403,0.98273
Link,DE0 12 low voltage,rural air heat pump,0.07886,0.02806,0.00141
Link,DE0 12 low voltage,rural ground heat pump,17.44611,136.19787,123.07081
Link,DE0 12 low voltage,rural resistive heater,31.94236,331.35101,299.42285
Link,DE0 12 low voltage,urban central air heat pump,0.04597,0.13528,17.25576
Link,DE0 12 low voltage,urban central resistive heater,3.38819,368.68318,368.83013
Link,DE0 12 low voltage,urban decentral air heat pump,0.04511,0.95079,51.36153
Link,DE0 12 low voltage,urban decentral resistive heater,1.40678,2.82704,165.50245
Link,DE0 12 non-sequestered HVC,waste CHP,77.21354,119.78852,119.79102
Link,DE0 12 non-sequestered HVC,waste CHP CC,0.59288,0.20112,0.00315
Link,DE0 12 process emissions,process emissions,3.9123,0.03663,0.0004
Link,DE0 12 process emissions,process emissions CC,0.3581,5.08041,4.72774
Link,DE0 12 rural heat,rural water tanks charger,259.58347,514.27785,514.50084
Link,DE0 12 rural water tanks,rural water tanks discharger,259.58347,514.27785,514.50084
Link,DE0 12 solid biomass,biomass to liquid,0.08989,0.04351,0.00228
Link,DE0 12 solid biomass,biomass to liquid CC,0.0648,0.03268,0.00227
Link,DE0 12 solid biomass,rural biomass boiler,175.00979,74.35549,4e-05
Link,DE0 12 solid biomass,solid biomass for industry,50.10096,69.55128,0.00146
Link,DE0 12 solid biomass,solid biomass for industry CC,0.22505,0.21925,97.66675
Link,DE0 12 solid biomass,urban central solid biomass CHP,48.59848,12.44855,0.00293
Link,DE0 12 solid biomass,urban central solid biomass CHP CC,0.06149,0.02922,0.00204
Link,DE0 12 solid biomass,urban decentral biomass boiler,317.42019,908.5251,758.16829
Link,DE0 12 unsustainable bioliquids,unsustainable bioliquids,528751.767,176915.12365,
Link,DE0 12 urban central heat,urban central water pits charger,43.70839,357.91343,460.29544
Link,DE0 12 urban central heat,urban central water tanks charger,3.67364,1.37617,0.39521
Link,DE0 12 urban central water pits,urban central water pits discharger,43.70839,357.91343,460.29544
Link,DE0 12 urban central water tanks,urban central water tanks discharger,3.67364,1.37617,0.39521
Link,DE0 12 urban decentral heat,urban decentral water tanks charger,16.50663,26.36196,16.77924
Link,DE0 12 urban decentral water tanks,urban decentral water tanks discharger,16.50663,26.36196,16.77924
Link,DE0 13,DAC,0.01386,0.01099,0.00183
Link,DE0 13,H2 Electrolysis,0.0573,1.44406,0.59052
Link,DE0 13,battery charger,1.04956,1956.16765,2485.98088
Link,DE0 13,electricity distribution grid,1646.57228,2824.04422,3059.79915
Link,DE0 13 H2,Fischer-Tropsch,0.15379,1.72009,0.01141
Link,DE0 13 H2,H2 Fuel Cell,0.12404,0.11968,0.00537
Link,DE0 13 H2,H2 pipeline,3.7897,9.5586,0.36656
Link,DE0 13 H2,H2 pipeline retrofitted,20.66621,25.21754,122.81381
Link,DE0 13 H2,H2 turbine,0.66192,10.20054,10.74451
Link,DE0 13 H2,Sabatier,0.08696,0.06257,0.00346
Link,DE0 13 H2,methanolisation,24.37308,24.65732,0.04323
Link,DE0 13 battery,battery discharger,1.07401,1996.50525,2537.24361
Link,DE0 13 biogas,biogas to gas,319.01415,319.05129,0.0056
Link,DE0 13 biogas,biogas to gas CC,2.52686,0.03686,133.12468
Link,DE0 13 co2 stored,CO2 pipeline,3.81177,141.95567,142.60542
Link,DE0 13 home battery,home battery discharger,2.63648,17.49657,4.56806
Link,DE0 13 low voltage,BEV charger,1117.44434,6799.78861,10523.47764
Link,DE0 13 low voltage,electricity distribution grid,1646.57228,2824.04422,3059.79915
Link,DE0 13 low voltage,home battery charger,2.57648,17.14307,4.47576
Link,DE0 13 low voltage,rural air heat pump,0.08341,0.02389,0.00132
Link,DE0 13 low voltage,rural ground heat pump,29.18521,343.44279,370.13396
Link,DE0 13 low voltage,rural resistive heater,48.73718,1123.57316,1102.64386
Link,DE0 13 low voltage,urban central air heat pump,0.07,103.24322,103.24894
Link,DE0 13 low voltage,urban central resistive heater,349.78136,993.99733,964.24747
Link,DE0 13 low voltage,urban decentral air heat pump,0.0327,0.04174,0.0021
Link,DE0 13 low voltage,urban decentral resistive heater,1.40378,0.42069,0.01451
Link,DE0 13 non-sequestered HVC,waste CHP,159.6864,248.73524,248.73773
Link,DE0 13 non-sequestered HVC,waste CHP CC,0.8537,0.17604,0.00308
Link,DE0 13 process emissions,process emissions,223.9566,0.0401,0.00025
Link,DE0 13 process emissions,process emissions CC,4.12742,135.90278,135.90487
Link,DE0 13 rural heat,rural water tanks charger,458.0286,609.94906,610.16099
Link,DE0 13 rural water tanks,rural water tanks discharger,458.0286,609.94906,610.16099
Link,DE0 13 solid biomass,biomass to liquid,0.08466,0.05711,0.00317
Link,DE0 13 solid biomass,biomass to liquid CC,0.06055,0.05575,241.63944
Link,DE0 13 solid biomass,rural biomass boiler,915.63298,635.16355,0.0002
Link,DE0 13 solid biomass,solid biomass,118.78248,,
Link,DE0 13 solid biomass,solid biomass for industry,83.20274,46.36658,0.00148
Link,DE0 13 solid biomass,solid biomass for industry CC,0.23064,47.95134,100.20735
Link,DE0 13 solid biomass,urban central solid biomass CHP,278.15994,334.77839,201.70866
Link,DE0 13 solid biomass,urban central solid biomass CHP CC,0.07719,0.0393,0.00336
Link,DE0 13 solid biomass,urban decentral biomass boiler,483.72081,764.71951,622.61088
Link,DE0 13 unsustainable bioliquids,unsustainable bioliquids,1327460.06829,437082.50519,
Link,DE0 13 urban central heat,urban central water pits charger,697.63925,1113.71255,1177.62012
Link,DE0 13 urban central heat,urban central water tanks charger,4.05123,1.50936,0.29686
Link,DE0 13 urban central water pits,urban central water pits discharger,697.63925,1113.71255,1177.62012
Link,DE0 13 urban central water tanks,urban central water tanks discharger,4.05123,1.50936,0.29686
Link,DE0 13 urban decentral heat,urban decentral water tanks charger,16.52016,21.28328,16.63906
Link,DE0 13 urban decentral water tanks,urban decentral water tanks discharger,16.52016,21.28328,16.63906
Link,DE0 14,DAC,0.0145,0.01108,0.00209
Link,DE0 14,H2 Electrolysis,0.05668,0.41147,0.04147
Link,DE0 14,battery charger,1.04881,14.60448,15.10878
Link,DE0 14,electricity distribution grid,2447.83622,4863.11584,5317.33563
Link,DE0 14 H2,Fischer-Tropsch,0.15277,19.87876,19.88975
Link,DE0 14 H2,H2 Fuel Cell,0.11404,0.11818,0.00569
Link,DE0 14 H2,H2 turbine,0.64779,42.18302,42.62645
Link,DE0 14 H2,Sabatier,0.08762,0.07117,0.00338
Link,DE0 14 H2,methanolisation,1.96322,0.29914,0.02969
Link,DE0 14 battery,battery discharger,1.07323,14.90564,15.42033
Link,DE0 14 biogas,biogas to gas,518.84137,518.87941,0.00533
Link,DE0 14 biogas,biogas to gas CC,1.94765,0.03815,216.60136
Link,DE0 14 co2 stored,CO2 pipeline,5.00754,853.55027,2321.19537
Link,DE0 14 home battery,home battery discharger,2.86499,211.4675,105.78193
Link,DE0 14 low voltage,BEV charger,1948.56223,11857.24493,18350.48985
Link,DE0 14 low voltage,electricity distribution grid,2447.83622,4863.11584,5317.33563
Link,DE0 14 low voltage,home battery charger,2.79978,207.19499,103.6447
Link,DE0 14 low voltage,rural air heat pump,0.09508,0.02548,0.00133
Link,DE0 14 low voltage,rural ground heat pump,38.00028,142.35632,149.88347
Link,DE0 14 low voltage,rural resistive heater,7.9513,371.69168,374.50598
Link,DE0 14 low voltage,urban central air heat pump,0.04961,0.08316,68.09564
Link,DE0 14 low voltage,urban central resistive heater,5.27423,1815.3341,1816.01314
Link,DE0 14 low voltage,urban decentral air heat pump,35.30949,476.83868,488.31454
Link,DE0 14 low voltage,urban decentral resistive heater,85.38817,1933.0137,1923.87225
Link,DE0 14 non-sequestered HVC,waste CHP,280.28326,388.10797,388.11093
Link,DE0 14 non-sequestered HVC,waste CHP CC,0.65063,0.40848,0.00532
Link,DE0 14 process emissions,process emissions,221.84675,0.01739,0.00034
Link,DE0 14 process emissions,process emissions CC,0.55309,256.17267,270.14622
Link,DE0 14 rural heat,rural water tanks charger,130.67874,177.73279,177.95389
Link,DE0 14 rural water tanks,rural water tanks discharger,130.67874,177.73279,177.95389
Link,DE0 14 solid biomass,biomass to liquid,0.08306,0.04547,0.00241
Link,DE0 14 solid biomass,biomass to liquid CC,0.05935,0.03554,0.00292
Link,DE0 14 solid biomass,rural biomass boiler,306.60065,212.33749,6e-05
Link,DE0 14 solid biomass,solid biomass,81.66295,,
Link,DE0 14 solid biomass,solid biomass for industry,213.33451,216.58743,0.00122
Link,DE0 14 solid biomass,solid biomass for industry CC,0.23501,0.40416,230.848
Link,DE0 14 solid biomass,urban central solid biomass CHP,4426.1716,775.24345,0.00291
Link,DE0 14 solid biomass,urban central solid biomass CHP CC,0.0567,0.02975,0.00215
Link,DE0 14 solid biomass,urban decentral biomass boiler,1682.66605,2016.19418,2436.37222
Link,DE0 14 unsustainable bioliquids,unsustainable bioliquids,2150173.97838,703326.32883,
Link,DE0 14 urban central heat,urban central water pits charger,196.02803,1634.05058,2711.47605
Link,DE0 14 urban central heat,urban central water tanks charger,3.95014,1.41286,0.67146
Link,DE0 14 urban central water pits,urban central water pits discharger,196.02803,1634.05058,2711.47605
Link,DE0 14 urban central water tanks,urban central water tanks discharger,3.95014,1.41286,0.67146
Link,DE0 14 urban decentral heat,urban decentral water tanks charger,611.22123,981.55975,981.81372
Link,DE0 14 urban decentral water tanks,urban decentral water tanks discharger,611.22123,981.55975,981.81372
Link,DE0 15,DAC,0.01424,0.01103,0.00222
Link,DE0 15,H2 Electrolysis,0.05716,0.97538,0.14458
Link,DE0 15,battery charger,1.05127,433.37817,1022.8635
Link,DE0 15,electricity distribution grid,3045.00292,5231.41723,6726.03736
Link,DE0 15 H2,Fischer-Tropsch,0.15339,3.22458,0.01096
Link,DE0 15 H2,H2 Fuel Cell,0.11991,0.11659,0.00469
Link,DE0 15 H2,H2 pipeline,22.13715,40.27436,22.81567
Link,DE0 15 H2,H2 turbine,0.66151,13.06781,13.55218
Link,DE0 15 H2,Sabatier,0.08705,0.06326,0.00343
Link,DE0 15 H2,methanolisation,31.60056,31.90682,0.03698
Link,DE0 15 battery,battery discharger,1.07575,442.31474,1043.95569
Link,DE0 15 biogas,biogas to gas,346.88669,346.92402,0.00554
Link,DE0 15 biogas,biogas to gas CC,2.58223,0.03702,149.90579
Link,DE0 15 co2 stored,CO2 pipeline,6.30836,170.94798,833.11521
Link,DE0 15 home battery,home battery discharger,8.45872,280.04947,387.98204
Link,DE0 15 low voltage,BEV charger,1541.40727,9379.6561,14516.12792
Link,DE0 15 low voltage,electricity distribution grid,3045.00292,5231.41723,6726.03736
Link,DE0 15 low voltage,home battery charger,8.2662,274.39132,380.14321
Link,DE0 15 low voltage,rural air heat pump,0.06906,0.02476,0.00125
Link,DE0 15 low voltage,rural ground heat pump,40.0886,220.01658,224.36083
Link,DE0 15 low voltage,rural resistive heater,75.30794,666.5374,617.60612
Link,DE0 15 low voltage,urban central air heat pump,0.06051,98.43826,98.44084
Link,DE0 15 low voltage,urban central resistive heater,351.11805,2092.89751,2203.24909
Link,DE0 15 low voltage,urban decentral air heat pump,0.04693,300.41564,482.06341
Link,DE0 15 low voltage,urban decentral resistive heater,1.41076,1254.17919,2018.35576
Link,DE0 15 non-sequestered HVC,waste CHP,220.09315,323.58398,323.58667
Link,DE0 15 non-sequestered HVC,waste CHP CC,0.96127,0.18774,0.00412
Link,DE0 15 process emissions,process emissions,73.3457,0.04036,0.00029
Link,DE0 15 process emissions,process emissions CC,3.50884,76.16591,76.16802
Link,DE0 15 rural heat,rural water tanks charger,502.24387,616.78374,617.10593
Link,DE0 15 rural water tanks,rural water tanks discharger,502.24387,616.78374,617.10593
